Genus,Family,C_value,tavg,perc_ag,perc_per,HybProp,Hyb_Ratio
Erysimum,Brassicaceae,0.524285714,0.7295,0.00485306,0.427419355,0.054644809,0.016393443
Erythronium,Liliaceae,31.31285714,0.82,0.0,1.0,0.0,0.0
Escallonia,Escalloniaceae,2.38,0.7295,0.0,1.0,0.0,0.0
Eschscholzia,Papaveraceae,1.13,0.7295,0.0,0.107142857,0.0,0.0
Eucalyptus,Myrtaceae,0.6325,0.75925,0.003243243,1.0,0.037789325,0.02739726
Euchiton,Asteraceae,1.687142857,0.7295,0.00210989,0.777777778,0.0,0.0
Eucnide,Loasaceae,0.6,0.7295,0.0,0.5,0.0,0.0
Eucrypta,Boraginaceae,1.687142857,0.7295,0.001824818,0.0,0.0,0.0
Eugenia,Myrtaceae,0.267142857,0.835,0.003243243,1.0,33.33333333,0.333333333
Eulalia,Poaceae,1.687142857,0.7295,0.074314214,0.0,0.0,0.0
Euonymus,Celastraceae,0.64,0.7295,0.0,1.0,0.0,0.0
Eupatorium,Asteraceae,2.52,0.7295,0.00210989,1.0,0.0,0.0
Euphorbia,Euphorbiaceae,5.867,0.7295,0.01239531,0.599489796,0.023912004,0.024390244
Euphrasia,Orobanchaceae,2.73,0.7295,0.0,0.075,3.178400547,1.207792208
Eutaxia,Fabaceae,1.62,0.7295,0.096494845,1.0,100.0,0.5
Euthamia,Asteraceae,1.687142857,0.7295,0.00210989,1.0,0.0,0.0
Evax,Asteraceae,1.687142857,0.7295,0.00210989,0.0,0.0,0.0
Evonymus,Celastraceae,1.687142857,0.7295,0.0,1.0,0.0,0.0
Exocarpos,Santalaceae,1.687142857,0.7295,0.002139037,1.0,0.0,0.0
Fagopyrum,Polygonaceae,1.44,0.7295,0.002727273,0.166666667,0.0,0.0
Fagus,Fagaceae,0.595714286,1.015,0.001492537,1.0,0.0,0.0
Fallopia,Polygonaceae,1.7875,0.7295,0.002727273,0.571428571,9.523809524,0.285714286
Ferocactus,Cactaceae,1.4,0.7295,0.0,1.0,0.0,0.0
Ferula,Apiaceae,1.896666667,0.7295,0.003968254,1.0,0.0,0.0
Ferulago,Apiaceae,1.687142857,0.7295,0.003968254,1.0,0.0,0.0
Festuca,Poaceae,5.66075,0.001,0.074314214,0.995780591,0.051848673,0.061181435
Festucopsis,Poaceae,1.687142857,0.7295,0.074314214,1.0,0.0,0.0
Fibigia,Brassicaceae,1.28,0.7295,0.00485306,1.0,0.0,0.0
Filago,Asteraceae,1.687142857,0.7295,0.00210989,0.0,0.529100529,0.071428571
Filipendula,Rosaceae,1.687142857,0.96,0.001060071,1.0,0.0,0.0
Fimbristylis,Cyperaceae,1.687142857,0.7295,0.00045977,0.454545455,0.0,0.0
Foeniculum,Apiaceae,4.64,0.7295,0.003968254,0.5,0.0,0.0
Forestiera,Oleaceae,1.687142857,0.7295,0.003252033,1.0,0.0,0.0
Forsythia,Oleaceae,1.687142857,0.7295,0.003252033,1.0,0.0,0.0
Fragaria,Rosaceae,0.311666667,0.7295,0.001060071,1.0,0.0,0.0
Frangula,Rhamnaceae,0.403333333,0.7295,0.004444444,1.0,0.0,0.0
Frankenia,Frankeniaceae,0.32,0.7295,0.0,0.8125,0.0,0.0
Frasera,Gentianaceae,1.687142857,0.7295,0.0,0.625,0.0,0.0
Fraxinus,Oleaceae,1.126,0.9775,0.003252033,1.0,0.476190476,0.047619048
Fremontodendron,Malvaceae,1.687142857,0.7295,0.006153846,1.0,0.0,0.0
Fritillaria,Liliaceae,62.70506849,0.7295,0.0,1.0,0.096618357,0.02173913
Froelichia,Amaranthaceae,1.687142857,0.7295,0.041463415,0.0,100.0,0.5
Fuchsia,Onagraceae,1.455384615,0.7295,0.001538462,1.0,0.0,0.0
Fuirena,Cyperaceae,1.687142857,0.7295,0.00045977,0.5,0.0,0.0
Fumana,Cistaceae,1.687142857,0.7295,0.011428571,1.0,3.571428571,0.125
Fumaria,Papaveraceae,0.55,0.7295,0.0,0.0,0.31372549,0.078431373
Gagea,Liliaceae,13.07714286,0.7295,0.0,1.0,0.0,0.0
Gahnia,Cyperaceae,1.687142857,0.7295,0.00045977,1.0,0.0,0.0
Gaillardia,Asteraceae,1.687142857,0.7295,0.00210989,0.769230769,0.0,0.0
Galactia,Fabaceae,1.687142857,0.7295,0.096494845,1.0,0.0,0.0
Galactites,Asteraceae,1.687142857,0.7295,0.00210989,0.0,0.0,0.0
Galanthus,Amaryllidaceae,39.711875,0.7295,0.0,1.0,4.545454545,0.25
Galega,Fabaceae,2.21,0.7295,0.096494845,1.0,0.0,0.0
Galeopsis,Lamiaceae,1.687142857,0.7295,0.004320557,0.0,5.147058824,0.411764706
Galinsoga,Asteraceae,1.336666667,0.7295,0.00210989,0.0,0.0,0.0
Galium,Rubiaceae,1.521818182,0.7295,0.0006,0.825726141,0.081892896,0.106870229
Gamochaeta,Asteraceae,1.687142857,0.7295,0.00210989,0.25,0.0,0.0
Gardenia,Rubiaceae,1.3,0.7295,0.0006,1.0,0.0,0.0
Garrya,Garryaceae,1.52,0.7295,0.0,1.0,0.0,0.0
Gastridium,Poaceae,1.687142857,0.7295,0.074314214,0.0,0.0,0.0
Gastrodia,Orchidaceae,1.687142857,0.7295,0.0,1.0,0.0,0.0
Gaudinia,Poaceae,1.687142857,0.7295,0.074314214,0.5,0.0,0.0
Gaultheria,Ericaceae,1.687142857,0.7295,0.0,1.0,2.222222222,0.1
Gaura,Onagraceae,1.687142857,0.7295,0.001538462,0.5,0.0,0.0
Gaylussacia,Ericaceae,1.687142857,0.7295,0.0,1.0,0.0,0.0
Gayophytum,Onagraceae,1.687142857,0.7295,0.001538462,0.0,3.03030303,0.166666667
Gazania,Asteraceae,1.687142857,0.7295,0.00210989,1.0,100.0,0.5
Genista,Fabaceae,1.39,0.7295,0.096494845,1.0,0.127877238,0.043478261
Genoplesium,Orchidaceae,1.687142857,0.7295,0.0,1.0,0.0,0.0
Gentiana,Gentianaceae,3.668,0.7295,0.0,0.865384615,0.519480519,0.142857143
Gentianella,Gentianaceae,1.687142857,0.7295,0.0,0.0,0.984126984,0.172222222
Gentianopsis,Gentianaceae,9.62,0.7295,0.0,0.1875,0.0,0.0
Geraea,Asteraceae,1.687142857,0.7295,0.00210989,0.0,50.0,0.25
Geranium,Geraniaceae,1.315,0.88,0.0,0.681818182,0.057830211,0.037878788
Geum,Rosaceae,1.687142857,0.62575,0.001060071,1.0,0.674763833,0.128205128
Gilia,Polemoniaceae,1.687142857,0.573,0.0,0.695121951,0.0,0.0
Githopsis,Campanulaceae,1.687142857,0.7295,0.0,0.0,0.0,0.0
Gladiolus,Iridaceae,1.38,0.7295,0.0,1.0,1.515151515,0.083333333
Glaucium,Papaveraceae,0.6,0.7295,0.0,0.3,0.0,0.0
Glechoma,Lamiaceae,1.687142857,0.7295,0.004320557,1.0,10.0,0.2
Gleichenia,Gleicheniaceae,1.687142857,0.7295,0.0,1.0,0.0,0.0
Glinus,Molluginaceae,1.687142857,0.7295,0.022988506,0.0,0.0,0.0
Globularia,Plantaginaceae,0.615,0.7295,0.005925926,1.0,0.952380952,0.066666667
Glossodia,Orchidaceae,1.687142857,0.7295,0.0,1.0,200.0,1.0
Glossopetalon,Crossosomataceae,1.687142857,0.7295,0.0,1.0,0.0,0.0
Glossostigma,Phrymaceae,1.687142857,0.7295,0.0,0.5,0.0,0.0
Glyceria,Poaceae,3.93,0.7295,0.074314214,0.988636364,0.332225914,0.069767442
Glycine,Fabaceae,1.364705882,0.246,0.096494845,1.0,0.0,0.0
Glycyrrhiza,Fabaceae,1.687142857,0.7295,0.096494845,1.0,0.0,0.0
Glyptopleura,Asteraceae,1.687142857,0.7295,0.00210989,0.0,0.0,0.0
Gnaphalium,Asteraceae,1.687142857,0.7295,0.00210989,0.269230769,0.0,0.0
Gnephosis,Asteraceae,1.687142857,0.7295,0.00210989,0.0,0.0,0.0
Gomphocarpus,Apocynaceae,1.687142857,0.7295,0.000658617,1.0,0.0,0.0
Gompholobium,Fabaceae,1.687142857,0.7295,0.096494845,1.0,0.0,0.0
Gomphrena,Amaranthaceae,1.687142857,0.7295,0.041463415,0.25,0.0,0.0
Goniolimon,Plumbaginaceae,1.687142857,0.7295,0.001196172,1.0,0.0,0.0
Gonocarpus,Haloragaceae,1.687142857,0.7295,0.0,1.0,7.142857143,0.25
Goodenia,Goodeniaceae,0.52,0.7295,0.0,0.92,0.0,0.0
Goodia,Fabaceae,1.687142857,0.7295,0.096494845,1.0,0.0,0.0
Goodyera,Orchidaceae,4.85,0.7295,0.0,1.0,0.0,0.0
Gossypium,Malvaceae,1.939529412,0.7295,0.006153846,0.4,0.0,0.0
Gouania,Rhamnaceae,1.687142857,0.7295,0.004444444,1.0,0.0,0.0
Grammitis,Polypodiaceae,1.687142857,0.7295,0.0,1.0,2.380952381,0.071428571
Gratiola,Plantaginaceae,1.687142857,0.7295,0.005925926,0.529411765,0.584795322,0.052631579
Grayia,Amaranthaceae,1.687142857,0.7295,0.041463415,0.0,0.0,0.0
Grevillea,Proteaceae,0.83,0.253,0.000625,1.0,0.853485064,0.157894737
Grindelia,Asteraceae,1.687142857,0.7295,0.00210989,0.78125,4.093567251,0.368421053
Grusonia,Cactaceae,1.687142857,0.7295,0.0,1.0,0.0,0.0
Guilleminea,Amaranthaceae,1.687142857,0.7295,0.041463415,1.0,0.0,0.0
Guillenia,Brassicaceae,0.38,0.7295,0.00485306,0.0,0.0,0.0
Gunnera,Gunneraceae,6.67,0.7295,0.0,1.0,0.0,0.0
Gutierrezia,Asteraceae,1.687142857,0.7295,0.00210989,0.8,0.0,0.0
Gymnadenia,Orchidaceae,5.51,0.7295,0.0,1.0,50.0,0.25
Gymnosteris,Polemoniaceae,1.687142857,0.7295,0.0,0.0,0.0,0.0
Gynatrix,Malvaceae,1.687142857,0.7295,0.006153846,1.0,0.0,0.0
Gypsophila,Caryophyllaceae,0.7,0.7295,0.001818182,0.75,0.0,0.0
Habenaria,Orchidaceae,15.48,0.7295,0.0,1.0,5.714285714,0.4
Hackelia,Boraginaceae,1.687142857,0.7295,0.001824818,0.826923077,0.0,0.0
Hakea,Proteaceae,0.95,0.7295,0.000625,1.0,0.0,0.0
Halgania,Boraginaceae,1.687142857,0.7295,0.001824818,1.0,0.0,0.0
Halimione,Amaranthaceae,1.687142857,0.7295,0.041463415,0.666666667,0.0,0.0
Halimium,Cistaceae,2.532857143,0.7295,0.011428571,1.0,4.166666667,0.166666667
Halimolobos,Brassicaceae,1.687142857,0.7295,0.00485306,0.75,0.0,0.0
Halopeplis,Amaranthaceae,1.687142857,0.7295,0.041463415,0.0,0.0,0.0
Halophila,Hydrocharitaceae,1.687142857,0.7295,0.0,1.0,0.0,0.0
Haloragis,Haloragaceae,1.687142857,0.7295,0.0,0.875,7.142857143,0.25
Halosarcia,Amaranthaceae,1.687142857,0.7295,0.041463415,1.0,0.0,0.0
Haplopappus,Asteraceae,1.687142857,0.7295,0.00210989,0.913043478,0.252525253,0.055555556
Haplophyllum,Rutaceae,1.687142857,0.7295,0.001652893,1.0,0.0,0.0
Haplostachys,Lamiaceae,1.687142857,0.7295,0.004320557,1.0,0.0,0.0
Harmsiodoxa,Brassicaceae,1.687142857,0.7295,0.00485306,0.0,0.0,0.0
Hastingsia,Asparagaceae,1.687142857,0.7295,0.0,1.0,0.0,0.0
Hazardia,Asteraceae,1.687142857,0.7295,0.00210989,1.0,0.0,0.0
Hebe,Plantaginaceae,1.687142857,0.7295,0.005925926,1.0,14.28571429,0.428571429
Hedeoma,Lamiaceae,1.687142857,0.7295,0.004320557,0.55,0.0,0.0
Hedera,Araliaceae,2.637368421,0.7295,0.0,1.0,0.0,0.0
Hedyotis,Rubiaceae,1.687142857,0.7295,0.0006,0.875,0.529100529,0.071428571
Hedypnois,Asteraceae,1.7,0.7295,0.00210989,0.0,0.0,0.0
Hedysarum,Fabaceae,2.612,0.869,0.096494845,0.863636364,0.0,0.0
Helenium,Asteraceae,1.687142857,0.7295,0.00210989,0.633333333,0.0,0.0
Helianthella,Asteraceae,1.687142857,0.7295,0.00210989,1.0,15.0,0.3
Helianthemum,Cistaceae,2.23,0.7295,0.011428571,0.829268293,0.12195122,0.024390244
Helianthus,Asteraceae,4.738888889,0.748,0.00210989,0.75,1.647058824,0.411764706
Helichrysum,Asteraceae,1.687142857,0.7295,0.00210989,0.857142857,0.476190476,0.047619048
Heliconia,Heliconiaceae,0.45,0.7295,0.0,1.0,0.0,0.0
Helictotrichon,Poaceae,9.76,0.7295,0.074314214,1.0,0.0,0.0
Heliomeris,Asteraceae,1.687142857,0.7295,0.00210989,0.5,0.0,0.0
Heliotropium,Boraginaceae,1.687142857,0.7295,0.001824818,0.357142857,0.0,0.0
Helleborus,Ranunculaceae,14.14945946,0.7295,0.0,1.0,0.0,0.0
Hemerocallis,Xanthorrhoeaceae,1.687142857,0.7295,0.0,1.0,0.0,0.0
Hemicarpha,Cyperaceae,1.687142857,0.7295,0.00045977,0.0,0.0,0.0
Hemichroa,Amaranthaceae,1.687142857,0.7295,0.041463415,1.0,0.0,0.0
Hemigraphis,Acanthaceae,1.687142857,0.7295,0.000857143,1.0,0.0,0.0
Hemizonia,Asteraceae,1.687142857,0.7295,0.00210989,0.105263158,0.0,0.0
Hepatica,Ranunculaceae,20.71416667,0.7295,0.0,1.0,100.0,0.5
Heptaptera,Apiaceae,1.687142857,0.7295,0.003968254,1.0,0.0,0.0
Heracleum,Apiaceae,1.956666667,0.7295,0.003968254,0.772727273,1.098901099,0.071428571
Herniaria,Caryophyllaceae,0.53,0.7295,0.001818182,0.576923077,0.0,0.0
Hesperevax,Asteraceae,1.687142857,0.7295,0.00210989,0.0,0.0,0.0
Hesperis,Brassicaceae,3.8,0.7295,0.00485306,0.5,0.0,0.0
Hesperochiron,Boraginaceae,1.687142857,0.7295,0.001824818,1.0,0.0,0.0
Hesperolinon,Linaceae,1.687142857,0.7295,0.0,0.0,0.0,0.0
Hesperomannia,Asteraceae,1.687142857,0.7295,0.00210989,1.0,0.0,0.0
Heteranthera,Pontederiaceae,1.687142857,0.7295,0.03030303,0.642857143,0.0,0.0
Heterotheca,Asteraceae,1.687142857,0.7295,0.00210989,0.5,0.0,0.0
Heuchera,Saxifragaceae,1.687142857,0.7295,0.0,1.0,3.296703297,0.214285714
Hibbertia,Dilleniaceae,2.64,0.7295,0.0,1.0,0.0,0.0
Hibiscadelphus,Malvaceae,1.687142857,0.7295,0.006153846,1.0,6.666666667,0.166666667
Hibiscus,Malvaceae,1.53,0.7295,0.006153846,0.782608696,0.0,0.0
Hieracium,Asteraceae,5.173731343,0.7295,0.00210989,1.0,0.95317248,1.320143885
Hierochloe,Poaceae,12.14,0.7295,0.074314214,1.0,0.0,0.0
Hilaria,Poaceae,1.687142857,0.7295,0.074314214,1.0,0.0,0.0
Hippocrepis,Fabaceae,1.56,0.7295,0.096494845,0.666666667,0.0,0.0
Hippuris,Plantaginaceae,1.687142857,0.7295,0.005925926,1.0,0.0,0.0
Hoffmannseggia,Fabaceae,1.687142857,0.7295,0.096494845,1.0,0.0,0.0
Hohenackeria,Apiaceae,1.687142857,0.7295,0.003968254,0.0,0.0,0.0
Hoita,Fabaceae,1.687142857,0.7295,0.096494845,1.0,0.0,0.0
Holcus,Poaceae,2.942,0.7295,0.074314214,0.823529412,1.470588235,0.117647059
Holocarpha,Asteraceae,1.687142857,0.7295,0.00210989,0.0,0.0,0.0
Holodiscus,Rosaceae,1.687142857,0.7295,0.001060071,1.0,100.0,0.5
Homeria,Iridaceae,1.687142857,0.7295,0.0,1.0,0.0,0.0
Homogyne,Asteraceae,1.687142857,0.7295,0.00210989,1.0,0.0,0.0
Hordeum,Poaceae,6.722475248,0.01,0.074314214,0.329621381,0.808080808,0.177777778
Horkelia,Rosaceae,1.687142857,0.7295,0.001060071,1.0,0.0,0.0
Horkeliella,Rosaceae,1.687142857,0.7295,0.001060071,1.0,0.0,0.0
Hornungia,Brassicaceae,0.19,0.7295,0.00485306,0.0,0.0,0.0
Horsfordia,Malvaceae,1.687142857,0.7295,0.006153846,1.0,0.0,0.0
Hosta,Asparagaceae,10.8837931,0.7295,0.0,1.0,0.0,0.0
Houstonia,Rubiaceae,1.687142857,0.7295,0.0006,1.0,0.0,0.0
Hovea,Fabaceae,1.687142857,0.7295,0.096494845,1.0,0.0,0.0
Hudsonia,Cistaceae,1.687142857,0.7295,0.011428571,1.0,0.0,0.0
Huetia,Apiaceae,1.687142857,0.7295,0.003968254,1.0,0.0,0.0
Hulsea,Asteraceae,1.687142857,0.7295,0.00210989,0.636363636,2.222222222,0.1
Humulus,Cannabaceae,2.675555556,0.7295,0.017647059,1.0,0.0,0.0
Huperzia,Lycopodiaceae,5.38,0.7295,0.0,1.0,5.0,0.375
Hutera,Brassicaceae,1.687142857,0.7295,0.00485306,0.25,0.0,0.0
Hyacinthella,Asparagaceae,1.687142857,0.7295,0.0,1.0,0.0,0.0
Hyacinthoides,Asparagaceae,21.2,0.7295,0.0,1.0,13.33333333,0.333333333
Hyalosperma,Asteraceae,1.687142857,0.7295,0.00210989,0.0,0.0,0.0
Hydrangea,Hydrangeaceae,1.875675676,0.7295,0.0,1.0,0.0,0.0
Hydrocotyle,Araliaceae,0.98,0.7295,0.0,0.815789474,0.0,0.0
Hydrophyllum,Boraginaceae,1.687142857,0.708,0.001824818,0.909090909,0.0,0.0
Hymenoclea,Asteraceae,1.687142857,0.7295,0.00210989,1.0,50.0,0.25
Hymenolobus,Brassicaceae,1.687142857,0.7295,0.00485306,1.0,0.0,0.0
Hymenonema,Asteraceae,1.687142857,0.7295,0.00210989,1.0,0.0,0.0
Hymenopappus,Asteraceae,1.687142857,0.7295,0.00210989,0.25,0.0,0.0
Hymenophyllum,Hymenophyllaceae,1.687142857,0.7295,0.0,1.0,0.0,0.0
Hymenothrix,Asteraceae,1.687142857,0.7295,0.00210989,0.502512563,0.0,0.0
Hymenoxys,Asteraceae,1.687142857,0.7295,0.00210989,0.722222222,0.735294118,0.058823529
Hyoscyamus,Solanaceae,2.0525,0.7295,0.089837398,0.163265306,0.0,0.0
Hyoseris,Asteraceae,1.687142857,0.7295,0.00210989,0.666666667,0.0,0.0
Hypecoum,Papaveraceae,1.687142857,0.7295,0.0,0.0,0.0,0.0
Hypericum,Hypericaceae,0.49875,0.7295,0.0,0.932432432,0.129032258,0.08
Hypochaeris,Asteraceae,2.102352941,0.7295,0.00210989,0.857142857,4.761904762,0.142857143
Hypochoeris,Asteraceae,1.687142857,0.7295,0.00210989,0.730769231,1.282051282,0.076923077
Hypolepis,Dennstaedtiaceae,1.687142857,0.7295,0.0,1.0,30.0,0.6
Hypoxis,Hypoxidaceae,1.687142857,0.7295,0.0,1.0,0.0,0.0
Hyptis,Lamiaceae,1.687142857,0.7295,0.004320557,1.0,0.0,0.0
Iberis,Brassicaceae,0.565,0.7295,0.00485306,0.446428571,0.0,0.0
Ilex,Aquifoliaceae,2.383333333,0.7295,0.0,1.0,0.0,0.0
Iliamna,Malvaceae,1.687142857,0.7295,0.006153846,1.0,0.0,0.0
Impatiens,Balsaminaceae,1.762,0.4545,0.0,0.142857143,0.0,0.0
Indigofera,Fabaceae,3.38,0.7295,0.096494845,1.0,0.0,0.0
Inula,Asteraceae,2.82,0.7295,0.00210989,0.923076923,2.307692308,0.288461538
Ionopsidium,Brassicaceae,1.4,0.7295,0.00485306,0.0,0.0,0.0
Ipomoea,Convolvulaceae,1.212222222,0.3845,0.044375,0.611111111,0.101010101,0.022222222
Ipomopsis,Polemoniaceae,1.687142857,0.7295,0.0,0.5,1.098901099,0.071428571
Iris,Iridaceae,9.688148148,0.826,0.0,1.0,0.233100233,0.08974359
Isachne,Poaceae,1.535,0.7295,0.074314214,1.0,0.0,0.0
Isatis,Brassicaceae,0.58,0.7295,0.00485306,0.2,0.0,0.0
Isocoma,Asteraceae,1.687142857,0.7295,0.00210989,1.0,100.0,0.5
Isoetes,Isoetaceae,6.86,0.7295,0.0,1.0,1.111111111,0.194444444
Isolepis,Cyperaceae,1.687142857,0.7295,0.00045977,0.6,0.0,0.0
Isopogon,Proteaceae,1.687142857,0.7295,0.000625,1.0,0.0,0.0
Isopyrum,Ranunculaceae,0.44,0.7295,0.0,1.0,0.0,0.0
Isotoma,Campanulaceae,1.687142857,0.7295,0.0,1.0,0.0,0.0
Isotria,Orchidaceae,1.687142857,0.7295,0.0,1.0,0.0,0.0
Iva,Asteraceae,3.17,0.7295,0.00210989,0.6,0.0,0.0
Ivesia,Rosaceae,1.687142857,0.7295,0.001060071,1.0,0.158730159,0.027777778
Ixia,Iridaceae,3.5,0.7295,0.0,1.0,0.0,0.0
Ixiolaena,Asteraceae,1.687142857,0.7295,0.00210989,1.0,0.0,0.0
Jacquemontia,Convolvulaceae,1.687142857,0.7295,0.044375,1.0,0.0,0.0
Jamesia,Hydrangeaceae,1.687142857,0.7295,0.0,1.0,0.0,0.0
Jasione,Campanulaceae,1.687142857,0.7295,0.0,0.611111111,0.0,0.0
Jasminum,Oleaceae,1.44,0.7295,0.003252033,1.0,0.0,0.0
Jasonia,Asteraceae,1.687142857,0.7295,0.00210989,1.0,0.0,0.0
Jatropha,Euphorbiaceae,0.365,0.7295,0.01239531,1.0,0.0,0.0
Jepsonia,Saxifragaceae,1.687142857,0.7295,0.0,1.0,0.0,0.0
Johanneshowellia,Polygonaceae,1.687142857,0.7295,0.002727273,0.0,0.0,0.0
Jovibarba,Crassulaceae,1.687142857,0.7295,0.0,1.0,0.0,0.0
Juglans,Juglandaceae,0.62,0.9475,0.0,1.0,0.0,0.0
Juncus,Juncaceae,1.275555556,0.056,0.0,0.848547718,0.116788321,0.16
Juniperus,Cupressaceae,14.32894737,0.7295,0.007142857,1.0,0.793650794,0.107142857
Jurinea,Asteraceae,1.8,0.7295,0.00210989,1.0,0.0,0.0
Kalanchoe,Crassulaceae,1.687142857,0.7295,0.0,1.0,0.0,0.0
Kalidium,Amaranthaceae,1.687142857,0.7295,0.041463415,1.0,0.0,0.0
Kalmia,Ericaceae,1.687142857,0.967,0.0,1.0,0.0,0.0
Keckiella,Plantaginaceae,1.687142857,0.7295,0.005925926,1.0,0.0,0.0
Kennedia,Fabaceae,1.687142857,0.7295,0.096494845,1.0,0.0,0.0
Kickxia,Plantaginaceae,0.94,0.7295,0.005925926,0.285714286,0.0,0.0
Knautia,Caprifoliaceae,4.87,0.7295,0.0,0.854166667,2.312673451,0.531914894
Kobresia,Cyperaceae,1.687142857,0.7295,0.00045977,1.0,0.0,0.0
Kochia,Amaranthaceae,1.687142857,0.7295,0.041463415,0.571428571,0.0,0.0
Koeleria,Poaceae,5.625833333,0.7295,0.074314214,0.941176471,1.470588235,0.117647059
Koenigia,Polygonaceae,1.687142857,0.7295,0.002727273,0.5,0.0,0.0
Kokia,Malvaceae,0.63,0.7295,0.006153846,1.0,0.0,0.0
Korthalsella,Santalaceae,1.687142857,0.7295,0.002139037,1.0,0.0,0.0
Krameria,Krameriaceae,1.687142857,0.7295,0.0,1.0,0.0,0.0
Krigia,Asteraceae,1.5,0.7295,0.00210989,0.5,0.0,0.0
Kuhnia,Asteraceae,1.687142857,0.7295,0.00210989,1.0,0.0,0.0
Kunzea,Myrtaceae,1.687142857,0.7295,0.003243243,1.0,0.0,0.0
Kyllinga,Cyperaceae,1.687142857,0.7295,0.00045977,1.0,0.0,0.0
Kyllingia,Cyperaceae,1.687142857,0.7295,0.00045977,0.666666667,0.0,0.0
Labordia,Loganiaceae,1.687142857,0.7295,0.0,1.0,0.952380952,0.066666667
Laburnum,Fabaceae,1.35,0.7295,0.096494845,1.0,16.66666667,0.25
Lactuca,Asteraceae,3.516875,0.7295,0.00210989,0.329145729,0.092506938,0.021276596
Lagenifera,Asteraceae,1.687142857,0.7295,0.00210989,1.0,33.33333333,0.333333333
Lagenophora,Asteraceae,1.687142857,0.7295,0.00210989,1.0,0.0,0.0
Lagophylla,Asteraceae,1.687142857,0.7295,0.00210989,0.0,0.0,0.0
Lagotis,Plantaginaceae,1.687142857,0.7295,0.005925926,1.0,0.0,0.0
Lamium,Lamiaceae,2.164285714,0.7295,0.004320557,0.357142857,0.0,0.0
Lampranthus,Aizoaceae,1.687142857,0.7295,0.000990099,1.0,0.0,0.0
Lamyropsis,Asteraceae,1.687142857,0.7295,0.00210989,1.0,0.0,0.0
Langloisia,Polemoniaceae,1.687142857,0.7295,0.0,0.0,0.0,0.0
Lappula,Boraginaceae,1.687142857,0.7295,0.001824818,0.0,0.0,0.0
Lapsana,Asteraceae,1.18,0.7295,0.00210989,0.333333333,0.0,0.0
Larix,Pinaceae,13.2,0.769,0.004761905,1.0,3.571428571,0.125
Laserpitium,Apiaceae,1.76,0.7295,0.003968254,0.923076923,0.0,0.0
Lasthenia,Asteraceae,1.687142857,0.7295,0.00210989,0.055555556,0.735294118,0.058823529
Lastreopsis,Dryopteridaceae,1.687142857,0.7295,0.0,1.0,0.0,0.0
Lathraea,Orobanchaceae,1.687142857,0.7295,0.0,1.0,0.0,0.0
Lathyrus,Fabaceae,7.437222222,0.807,0.096494845,0.692913386,0.024996875,0.015748031
Launaea,Asteraceae,1.54,0.7295,0.00210989,0.833333333,0.0,0.0
Laurus,Lauraceae,3.215,0.7295,0.0004,1.0,0.0,0.0
Lavandula,Lamiaceae,2.223333333,0.7295,0.004320557,1.0,0.0,0.0
Lavatera,Malvaceae,1.687142857,0.7295,0.006153846,0.477272727,0.0,0.0
Lawrencia,Malvaceae,1.687142857,0.7295,0.006153846,1.0,0.0,0.0
Layia,Asteraceae,1.687142857,0.7295,0.00210989,0.0,0.0,0.0
Lechea,Cistaceae,1.687142857,0.7295,0.011428571,1.0,0.0,0.0
Leersia,Poaceae,1.687142857,0.7295,0.074314214,1.0,0.0,0.0
Legousia,Campanulaceae,1.687142857,0.7295,0.0,0.0,0.0,0.0
Lemna,Araceae,0.609285714,0.7295,0.000248447,1.0,0.0,0.0
Lens,Fabaceae,4.4,0.019,0.096494845,0.0,0.0,0.0
Leontodon,Asteraceae,1.527142857,0.7295,0.00210989,0.860182371,0.378787879,0.060606061
Leonurus,Lamiaceae,0.81,0.7295,0.004320557,0.5,0.0,0.0
Lepechinia,Lamiaceae,1.687142857,0.7295,0.004320557,1.0,0.0,0.0
Lepidium,Brassicaceae,0.521666667,0.7295,0.00485306,0.370411568,0.014992504,0.00862069
Lepidospartum,Asteraceae,1.687142857,0.7295,0.00210989,1.0,0.0,0.0
Lepidosperma,Cyperaceae,1.687142857,0.7295,0.00045977,1.0,0.0,0.0
Lepidotis,Lycopodiaceae,1.687142857,0.7295,0.0,1.0,0.0,0.0
Lepilaena,Potamogetonaceae,1.687142857,0.7295,0.0,1.0,0.0,0.0
Leptinella,Asteraceae,1.687142857,0.7295,0.00210989,1.0,0.0,0.0
Leptocarpus,Restionaceae,1.687142857,0.7295,0.0,1.0,0.0,0.0
Leptochloa,Poaceae,1.687142857,0.7295,0.074314214,0.05,0.0,0.0
Leptodactylon,Polemoniaceae,1.687142857,0.7295,0.0,1.0,0.0,0.0
Leptomeria,Santalaceae,1.687142857,0.7295,0.002139037,1.0,0.0,0.0
Leptorhynchos,Asteraceae,1.687142857,0.7295,0.00210989,0.666666667,0.0,0.0
Leptospermum,Myrtaceae,1.687142857,0.7295,0.003243243,1.0,0.790513834,0.086956522
Lepyrodia,Restionaceae,1.687142857,0.7295,0.0,1.0,0.0,0.0
Lespedeza,Fabaceae,1.687142857,0.7295,0.096494845,0.92,2.666666667,0.32
Lesquerella,Brassicaceae,0.69,0.7295,0.00485306,0.625,0.0,0.0
Lessingia,Asteraceae,1.687142857,0.7295,0.00210989,0.071428571,0.0,0.0
Leucanthemopsis,Asteraceae,12.57,0.7295,0.00210989,1.0,0.0,0.0
